成交小区,成交价（万元）,成交楼层,单价每平（元）,朝向,成交时间
,,,,,
龙湖一品 4室2厅 157.57平米,205,高楼层(共18层) 板楼,13011,南|精装,2020.09.30
,,,,,
万嘉国际花园 4室2厅 153平米,138,中楼层(共12层) 板楼,8980,南北|精装,2020.09.30
,,,,,
国际公馆 4室2厅 268平米,186,中楼层(共11层) 板楼,6941,南|精装,2020.09.30
,,,,,
龙华世纪城 4室2厅 138.65平米,102,低楼层(共33层) 板楼,7357,南|毛坯,2020.09.30
,,,,,
江光小区 3室1厅 58.32平米,38,中楼层(共5层) 板楼,6516,南|简装,2020.09.30
,,,,,
融晖城 3室2厅 127.85平米,115,高楼层(共27层) 板楼,8995,南北|毛坯,2020.09.30
,,,,,
滨江东路56号 2室2厅 77.17平米,54,低楼层(共7层) 暂无数据,6907,南|简装,2020.09.30
,,,,,
永隆米兰春天 1室1厅 47平米,46,低楼层(共18层) 板楼,9618,南|精装,2020.09.30
,,,,,
中山楼 2室1厅 78.25平米,55,高楼层(共7层) 板楼,7029,北|简装,2020.09.30
,,,,,
财富广场 1室1厅 60平米,41,中楼层(共28层) 塔楼,6834,南|简装,2020.09.30
,,,,,
汇成·凡尔赛 4室2厅 127平米,126,中楼层(共18层) 板楼,9882,南|简装,2020.09.30
,,,,,
新天第凤凰小区 4室2厅 160平米,100,高楼层(共12层) 板楼,6250,南北|简装,2020.09.30
,,,,,
天桥西路2号 2室2厅 118.26平米,66,低楼层(共6层) 暂无数据,5581,南|简装,2020.09.29
,,,,,
凯旋江岸首府 2室2厅 92.25平米,72,高楼层(共18层) 板楼,7805,南|简装,2020.09.29
,,,,,
中央公园二期 2室2厅 88.38平米,87,中楼层(共16层) 板塔结合,9799,南北|精装,2020.09.29
,,,,,
瀚林印象 4室2厅 185平米,99,高楼层(共27层) 板楼,5352,南|毛坯,2020.09.29
,,,,,
嘉源广场 3室2厅 129.33平米,90,高楼层(共30层) 板楼,6952,南北|毛坯,2020.09.29
,,,,,
金茂商务楼 1室1厅 34.52平米,125,低楼层(共1层) 板楼,36211,北|其他,2020.09.29
,,,,,
汇成·凡尔赛 4室2厅 127平米,165,低楼层(共18层) 板楼,12993,南|精装,2020.09.29
,,,,,
汇成·凡尔赛 3室2厅 88.04平米,96,高楼层(共18层) 暂无数据,10905,南|精装,2020.09.28
,,,,,
黄金水岸 2室1厅 85平米,72,中楼层(共18层) 板塔结合,8471,东南|精装,2020.09.28
,,,,,
五三小区 3室1厅 73平米,64,中楼层(共6层) 暂无数据,8713,南|其他,2020.09.28
,,,,,
新天第凤凰小区 3室2厅 139.89平米,90,中楼层(共18层) 板塔结合,6406,南北|毛坯,2020.09.28
,,,,,
友邦·皇家公馆 3室2厅 96平米,74,中楼层(共24层) 板楼,7709,东南|毛坯,2020.09.28
,,,,,
凤凰星城 3室2厅 120平米,88,高楼层(共6层) 板楼,7317,南|精装,2020.09.28
,,,,,
蓝山国际 1室1厅 43平米,42,中楼层(共18层) 板楼,9768,南|精装,2020.09.28
,,,,,
樱花半岛 4室2厅 147.4平米,130,中楼层(共16层) 板楼,8786,南|毛坯,2020.09.28
,,,,,
友邦壹号公馆 4室2厅 121.28平米,127,高楼层(共31层) 板塔结合,10472,南北|毛坯,2020.09.28
,,,,,
明阳大学公馆 1室1厅 56平米,35,中楼层(共8层) 板塔结合,6250,东|简装,2020.09.28
,,,,,
秀水园 3室2厅 127.82平米,92,低楼层(共17层) 板楼,7198,南北|精装,2020.09.28
,,,,,
育才住宅小区 3室2厅 93平米,58,高楼层(共6层) 平房,6191,南|精装,2020.09.27
,,,,,
万达华府 3室2厅 108平米,128,中楼层(共32层) 板楼,11852,南|简装,2020.09.27
,,,,,
十里风荷 3室2厅 127.55平米,76,中楼层(共11层) 暂无数据,5943,南|毛坯,2020.09.27
,,,,,
中航城·波西塔诺 3室2厅 130平米,119,高楼层(共9层) 板楼,9154,南|精装,2020.09.27
,,,,,
路桥家园 2室2厅 97平米,56,高楼层(共6层) 暂无数据,5774,南|简装,2020.09.27
,,,,,
中央公园二期 3室2厅 131.6平米,100,高楼层(共15层) 板楼,7599,南|精装,2020.09.27
,,,,,
金洋帆名邸 3室2厅 167.36平米,100,中楼层(共26层) 板楼,5976,南北|简装,2020.09.27
,,,,,
蔚蓝香廷 3室2厅 143.94平米,105,中楼层(共24层) 板塔结合,7295,西|毛坯,2020.09.27
,,,,,
美地印象 4室2厅 101平米,77,高楼层(共11层) 板塔结合,7622,南|精装,2020.09.26
,,,,,
水南街客车厂 2室2厅 85平米,45,高楼层(共7层) 板楼,5271,南|简装,2020.09.26
,,,,,
沿河中路23号 2室1厅 70.56平米,38,高楼层(共7层) 暂无数据,5386,南|简装,2020.09.26
,,,,,
万达晶座 1室1厅 65平米,60,高楼层(共31层) 塔楼,9231,南|精装,2020.09.26
,,,,,
水南街403号 3室1厅 85.96平米,46,低楼层(共6层) 暂无数据,5352,南|简装,2020.09.26
,,,,,
紫陽名星廣場 2室2厅 93平米,102,中楼层(共17层) 塔楼,10968,南|精装,2020.09.26
,,,,,
九州奥城 3室2厅 134.25平米,131,低楼层(共7层) 板楼,9758,南|精装,2020.09.26
,,,,,
福达家园 3室2厅 130平米,95,中楼层(共6层) 板楼,7308,南|精装,2020.09.26
,,,,,
博园湾 3室2厅 129平米,66,中楼层(共11层) 暂无数据,5053,南北|毛坯,2020.09.26
,,,,,
永隆米兰春天 1室1厅 47.59平米,43,中楼层(共18层) 板楼,9036,南北|精装,2020.09.26
,,,,,
建亨上东城 3室2厅 117平米,80,高楼层(共17层) 板塔结合,6787,南北|简装,2020.09.26
,,,,,
上甘路1号 2室1厅 57平米,25,高楼层(共6层) 暂无数据,4386,东|简装,2020.09.25
,,,,,
凯旋江岸首府 3室2厅 135.07平米,111,高楼层(共24层) 板楼,8204,南北|精装,2020.09.25
,,,,,
兴业豪苑 3室2厅 160平米,113,低楼层(共25层) 板塔结合,7032,南北|简装,2020.09.25
,,,,,
亿升滨江花园 3室2厅 142平米,135,低楼层(共29层) 板楼,9508,南|毛坯,2020.09.25
,,,,,
万达晶座 1室1厅 49平米,38,高楼层(共29层) 塔楼,7756,南|精装,2020.09.25
,,,,,
带湖路农贸市场 3室1厅 92平米,46,高楼层(共6层) 板楼,4946,南|简装,2020.09.25
,,,,,
天宇星城 2室2厅 102.29平米,72,中楼层(共26层) 板楼,6990,南北|毛坯,2020.09.25
,,,,,
铁路新村 3室1厅 58平米,41,低楼层(共6层) 暂无数据,7069,南|简装,2020.09.25
,,,,,
茶圣花园 2室1厅 87.56平米,72,高楼层(共32层) 板楼,8166,南|毛坯,2020.09.25
,,,,,
牛奶场小区 2室1厅 65平米,53,高楼层(共6层) 板楼,8154,东南|简装,2020.09.25
,,,,,
汇成·凡尔赛 3室2厅 92.54平米,83,中楼层(共30层) 板楼,8970,南|毛坯,2020.09.24
,,,,,
名仕康城 4室2厅 132.61平米,95,低楼层(共7层) 板塔结合,7164,东南|精装,2020.09.24
,,,,,
明阳大学公馆 1室1厅 56.6平米,35,中楼层(共17层) 板楼,6149,南北|毛坯,2020.09.24
,,,,,
上饶丽城 3室2厅 88.17平米,89,低楼层(共11层) 板楼,10072,南|精装,2020.09.24
,,,,,
友邦壹号公馆 3室2厅 104.1平米,108,中楼层(共31层) 板塔结合,10327,南|毛坯,2020.09.24
,,,,,
河西巷1号 2室1厅 72.46平米,45,中楼层(共5层) 暂无数据,6211,南|简装,2020.09.24
,,,,,
国际公馆 4室2厅 193.86平米,150,低楼层(共22层) 板楼,7738,南|精装,2020.09.24
,,,,,
银鹰楼 4室2厅 196.2平米,119,中楼层(共10层) 板塔结合,6066,南|毛坯,2020.09.24
,,,,,
建行宿舍 2室2厅 85.5平米,41,中楼层(共7层) 塔楼,4772,南|简装,2020.09.23
,,,,,
带湖花城 4室2厅 141.58平米,108,低楼层(共6层) 板塔结合,7593,南|精装,2020.09.23
,,,,,
万达晶座 1室0厅 37.4平米,34,中楼层(共29层) 塔楼,9091,南|精装,2020.09.23
,,,,,
万达晶座 1室1厅 45平米,36,中楼层(共29层) 塔楼,7889,西南|精装,2020.09.23
,,,,,
和锦園 5室2厅 165平米,144,高楼层(共22层) 板楼,8728,南|毛坯,2020.09.23
,,,,,
信水滨城 3室2厅 110.24平米,82,高楼层(共12层) 板楼,7421,南|精装,2020.09.22
,,,,,
林清小区 3室2厅 143平米,71,高楼层(共7层) 板楼,4966,南|精装,2020.09.22
,,,,,
信江中路138号 3室2厅 92平米,62,低楼层(共7层) 平房,6707,南|精装,2020.09.22
,,,,,
嘉禾雅居 4室2厅 105平米,75,高楼层(共7层) 板楼,7096,南北|精装,2020.09.22
,,,,,
江南商茂中心 4室2厅 165.64平米,60,中楼层(共5层) 板楼,3623,南|毛坯,2020.09.22
,,,,,
化建小区 3室2厅 110.85平米,68,高楼层(共5层) 板楼,6135,东南|精装,2020.09.22
,,,,,
和锦園 2室2厅 85.26平米,81,中楼层(共6层) 板楼,9501,南|精装,2020.09.22
,,,,,
亿升滨江花园 4室2厅 143平米,144,中楼层(共33层) 板楼,10070,东南|毛坯,2020.09.22
,,,,,
五洲国际商业城二期 2室1厅 45.75平米,22,高楼层(共4层) 暂无数据,4809,南|毛坯,2020.09.22
,,,,,
云秀园 4室2厅 224.06平米,181,中楼层(共5层) 板楼,8079,南北|精装,2020.09.21
,,,,,
市医药公司宿舍 2室2厅 56平米,37,中楼层(共5层) 暂无数据,6572,南|简装,2020.09.21
,,,,,
紫景園 3室2厅 134.4平米,104,高楼层(共11层) 板楼,7724,东|毛坯,2020.09.21
,,,,,
鹏辉中粮广场 3室2厅 108平米,115,高楼层(共15层) 板楼,10649,南|精装,2020.09.21
,,,,,
翼天·熙龙湾 4室2厅 129.4平米,122,高楼层(共18层) 板楼,9413,南北|毛坯,2020.09.21
,,,,,
明阳大学公馆 1室0厅 50.61平米,31,中楼层(共8层) 板塔结合,6126,东北|精装,2020.09.21
,,,,,
国际公馆 3室2厅 134.5平米,110,高楼层(共11层) 板楼,8179,南|简装,2020.09.21
,,,,,
名仕康城 4室2厅 144平米,96,高楼层(共19层) 板塔结合,6667,南|毛坯,2020.09.21
,,,,,
金洋帆名邸 3室2厅 167.36平米,100,高楼层(共26层) 板楼,5976,南西北|精装,2020.09.21
,,,,,
水南街308号 2室1厅 68.88平米,39,高楼层(共6层) 暂无数据,5663,南|简装,2020.09.20
,,,,,
螺丝山路 2室1厅 57.46平米,51,中楼层(共6层) 暂无数据,8789,南|精装,2020.09.20
,,,,,
万嘉国际花园 3室2厅 143.2平米,108,中楼层(共12层) 板楼,7542,东南|精装,2020.09.20
,,,,,
名仕康城 3室2厅 130平米,83,高楼层(共19层) 板塔结合,6385,东南南|毛坯,2020.09.19
,,,,,
汇景花园 3室2厅 137.26平米,99,中楼层(共8层) 板塔结合,7177,南|简装,2020.09.19
,,,,,
紫阳华庭 2室2厅 95.66平米,81,低楼层(共6层) 板楼,8447,南北|精装,2020.09.19
,,,,,
大信花园 3室2厅 141平米,90,高楼层(共7层) 板楼,6383,南|精装,2020.09.18
,,,,,
凯旋如意城 3室2厅 115.02平米,80,高楼层(共19层) 塔楼,6921,北|毛坯,2020.09.18
,,,,,
文英国际 4室2厅 122.3平米,96,高楼层(共30层) 暂无数据,7785,南北|毛坯,2020.09.18
,,,,,
斯达星城 3室2厅 127平米,65,低楼层(共7层) 板楼,5079,南|简装,2020.09.18
,,,,,
螺丝山2号 2室1厅 53平米,39,高楼层(共6层) 板塔结合,7246,南北|简装,2020.09.18
,,,,,
友邦壹号公馆 3室2厅 125平米,137,中楼层(共32层) 板塔结合,10920,南北|毛坯,2020.09.18
,,,,,
汇成·凡尔赛 3室2厅 87.86平米,96,中楼层(共18层) 板楼,10870,南|精装,2020.09.17
,,,,,
牛奶场小区 2室2厅 64.94平米,50,中楼层(共6层) 板楼,7669,南|简装,2020.09.17
,,,,,
香榭里舍 3室2厅 142.77平米,86,中楼层(共7层) 板楼,6010,南|简装,2020.09.17
,,,,,
鹏辉中粮广场 3室2厅 95.45平米,80,高楼层(共15层) 板楼,8382,南|毛坯,2020.09.17
,,,,,
美地印象 3室2厅 110平米,77,高楼层(共24层) 板塔结合,7000,南|简装,2020.09.17
,,,,,
奥林至尊 2室1厅 99.7平米,75,中楼层(共31层) 板楼,7493,南|毛坯,2020.09.17
,,,,,
万达华府 3室2厅 88.15平米,104,中楼层(共32层) 板楼,11787,南|简装,2020.09.17
,,,,,
市医药公司宿舍 3室1厅 69.99平米,54,高楼层(共5层) 暂无数据,7687,南|精装,2020.09.17
,,,,,
天集信江明珠 3室2厅 126平米,113,中楼层(共16层) 板楼,8969,南北|毛坯,2020.09.17
,,,,,
螺丝山路 2室1厅 53.3平米,34,中楼层(共6层) 暂无数据,6342,南|简装,2020.09.17
,,,,,
富金新世界 3室2厅 87平米,74,低楼层(共18层) 暂无数据,8472,南|精装,2020.09.17
,,,,,
中央公园二期 2室2厅 90.28平米,78,低楼层(共21层) 塔楼,8640,南|精装,2020.09.17
,,,,,
斯达星城 2室2厅 107.8平米,56,中楼层(共6层) 板楼,5195,南|毛坯,2020.09.16
,,,,,
福达家园 4室2厅 137.24平米,89,低楼层(共7层) 板楼,6427,南|简装,2020.09.16
,,,,,
东苑小区 3室2厅 113.96平米,66,高楼层(共9层) 平房,5792,南|简装,2020.09.16
,,,,,
御景天下 3室2厅 133.12平米,132,中楼层(共28层) 板楼,9901,南|毛坯,2020.09.16
,,,,,
凯旋如意城 2室1厅 48.6平米,49,低楼层(共17层) 板楼,10083,南|精装,2020.09.16
,,,,,
名星广场 3室1厅 107平米,85,低楼层(共31层) 板楼,7898,南|精装,2020.09.15
,,,,,
滨江东路56号 2室1厅 72平米,51,中楼层(共7层) 暂无数据,7084,东南南|简装,2020.09.15
,,,,,
五三外经贸委大院 2室1厅 74平米,54,高楼层(共6层) 平房,7298,南|简装,2020.09.15
,,,,,
中山东路 2室1厅 55平米,40,中楼层(共5层) 暂无数据,7273,西南|其他,2020.09.15
,,,,,
黄金水岸 4室2厅 143.83平米,104,低楼层(共11层) 板楼,7196,南北|精装,2020.09.15
,,,,,
机修厂宿舍 3室2厅 96.95平米,57,中楼层(共6层) 暂无数据,5880,南北|简装,2020.09.15
,,,,,
名仕康城 4室2厅 143.8平米,90,低楼层(共19层) 板塔结合,6259,南北|毛坯,2020.09.15
,,,,,
翡翠城 3室2厅 116.3平米,66,中楼层(共6层) 板楼,5590,东南|毛坯,2020.09.15
,,,,,
万嘉国际花园 3室2厅 143平米,110,中楼层(共12层) 板楼,7693,南北|简装,2020.09.14
,,,,,
友邦·皇家公馆 3室2厅 102平米,99,中楼层(共29层) 板塔结合,9706,南|精装,2020.09.14
,,,,,
月泉花城 2室2厅 91平米,80,中楼层(共11层) 塔楼,8792,南|简装,2020.09.14
,,,,,
三江名人花园 3室2厅 137.16平米,63,高楼层(共7层) 板楼,4594,南|毛坯,2020.09.14
,,,,,
万嘉国际花园 2室2厅 116平米,93,低楼层(共12层) 板楼,8018,南北|毛坯,2020.09.14
,,,,,
万嘉国际花园 3室2厅 165平米,131,高楼层(共12层) 塔楼,7940,南北|精装,2020.09.14
,,,,,
紫光苑小区 3室2厅 129.05平米,86,中楼层(共6层) 板楼,6665,南北|简装,2020.09.14
,,,,,
京都小区 2室2厅 108.5平米,67,低楼层(共7层) 板楼,6176,南|简装,2020.09.13
,,,,,
公园道1号尊品 3室2厅 126.51平米,124,中楼层(共17层) 板楼,9802,南|毛坯,2020.09.12
,,,,,
地委大院 3室1厅 81.43平米,55,高楼层(共6层) 板楼,6693,南|简装,2020.09.12
,,,,,
中山路环卫所家属院 3室2厅 124.06平米,65,高楼层(共6层) 暂无数据,5183,东南|简装,2020.09.12
,,,,,
名仕康城 3室2厅 91.78平米,69,中楼层(共11层) 板塔结合,7518,东南|精装,2020.09.12
,,,,,
龙湖一品 4室2厅 154.51平米,158,高楼层(共18层) 板楼,10226,南北|毛坯,2020.09.12
,,,,,
永隆米兰春天 1室1厅 47.59平米,43,中楼层(共22层) 板楼,8994,南|精装,2020.09.11
,,,,,
祝家巷 2室1厅 60平米,30,高楼层(共5层) 平房,5000,南|简装,2020.09.11
,,,,,
带湖路32号 3室2厅 93.74平米,63,中楼层(共5层) 暂无数据,6721,南|简装,2020.09.11
,,,,,
城仕杰座 1室1厅 36平米,21,中楼层(共7层) 板楼,5695,南|简装,2020.09.11
,,,,,
亿升滨江花园 3室2厅 139.77平米,142,高楼层(共33层) 塔楼,10160,南|毛坯,2020.09.11
,,,,,
现代城 3室2厅 152平米,126,中楼层(共11层) 板塔结合,8257,南|精装,2020.09.11
,,,,,
紫陽名星廣場 4室2厅 128平米,144,中楼层(共11层) 塔楼,11235,南|精装,2020.09.11
,,,,,
螺丝山路 2室2厅 53平米,43,中楼层(共6层) 暂无数据,8076,南北|简装,2020.09.11
,,,,,
天集信江明珠 4室2厅 142.7平米,142,高楼层(共11层) 板楼,9951,东南|毛坯,2020.09.11
,,,,,
万达华府 3室2厅 108平米,120,中楼层(共33层) 板楼,11075,南北|毛坯,2020.09.10
,,,,,
公园道1号尊品 3室2厅 125.32平米,122,中楼层(共17层) 板楼,9736,南|毛坯,2020.09.10
,,,,,
水南街409号 2室2厅 84.88平米,48,高楼层(共8层) 板楼,5608,南|精装,2020.09.10
,,,,,
翼天学府 4室2厅 114.88平米,94,低楼层(共17层) 塔楼,8183,东南|精装,2020.09.10
,,,,,
御景天下 5室3厅 368.4平米,562,低楼层(共3层) 板楼,15256,南西北|毛坯,2020.09.10
,,,,,
明珠商业广场 2室2厅 103.87平米,124,高楼层(共21层) 板楼,11938,南|毛坯,2020.09.10
,,,,,
卡布基诺 1室1厅 53平米,40,高楼层(共18层) 塔楼,7548,南北|简装,2020.09.10
,,,,,
香江明珠 3室2厅 91.4平米,78,高楼层(共23层) 板塔结合,8534,南北|精装,2020.09.10
,,,,,
福达家园 2室1厅 88.38平米,18,高楼层(共7层) 板楼,2037,南|其他,2020.09.10
,,,,,
福达家园 5室2厅 129.83平米,90,高楼层(共7层) 板楼,6933,南|精装,2020.09.10
,,,,,
丽景佳园 3室2厅 130.59平米,85,高楼层(共6层) 板楼,6509,南|其他,2020.09.10
,,,,,
大学春城 3室2厅 89平米,69,高楼层(共6层) 板楼,7663,南|简装,2020.09.09
,,,,,
华夏东苑 3室2厅 100平米,68,高楼层(共5层) 暂无数据,6800,南|精装,2020.09.09
,,,,,
万嘉国际花园 4室2厅 153平米,126,中楼层(共12层) 板楼,8236,南北|毛坯,2020.09.09
,,,,,
嘉怡华府 3室2厅 128平米,182,低楼层(共7层) 板塔结合,14219,南北|精装,2020.09.09
,,,,,
友邦壹号公馆 4室2厅 136平米,136,高楼层(共31层) 板塔结合,10000,南北|毛坯,2020.09.09
,,,,,
箭道巷47号 2室2厅 98平米,64,中楼层(共8层) 暂无数据,6490,南|简装,2020.09.09
,,,,,
友邦華城 3室2厅 137平米,88,高楼层(共19层) 板楼,6424,南北|毛坯,2020.09.09
,,,,,
越都公寓 3室2厅 116.33平米,80,低楼层(共12层) 板楼,6877,南|简装,2020.09.09
,,,,,
铁路新村 2室1厅 53平米,48,中楼层(共5层) 暂无数据,8925,南|简装,2020.09.09
,,,,,
马皇庙巷55号 3室2厅 31.38平米,25,低楼层(共3层) 暂无数据,7967,东南|简装,2020.09.09
,,,,,
江南商茂中心 3室2厅 106平米,82,中楼层(共5层) 板楼,7678,南|简装,2020.09.09
,,,,,
大信花园 4室3厅 248.18平米,201,低楼层(共7层) 板楼,8099,南北|精装,2020.09.08
,,,,,
锦绣年华1期 3室2厅 114平米,66,中楼层(共7层) 板塔结合,5790,东南|简装,2020.09.08
,,,,,
汇丰时代(吉阳路) 1室1厅 41平米,44,低楼层(共21层) 板塔结合,10732,南|简装,2020.09.08
,,,,,
永隆米兰春天 2室2厅 86.91平米,79,高楼层(共22层) 板楼,9090,东南|精装,2020.09.08
,,,,,
帝景湾 2室1厅 88.88平米,76,低楼层(共7层) 板塔结合,8551,南|精装,2020.09.08
,,,,,
金龙岗18号 2室2厅 59.69平米,82,低楼层(共3层) 暂无数据,13738,南|其他,2020.09.08
,,,,,
香樟花園 3室2厅 115平米,93,低楼层(共6层) 板楼,8044,南|精装,2020.09.08
,,,,,
紫阳名邸 2室1厅 78平米,62,中楼层(共28层) 板楼,7949,南|精装,2020.09.08
,,,,,
城市8号 4室2厅 126平米,80,低楼层(共11层) 塔楼,6350,南|精装,2020.09.08
,,,,,
滨江首座 2室2厅 90.32平米,61,中楼层(共5层) 板塔结合,6732,南|毛坯,2020.09.08
,,,,,
金龙岗11号 2室1厅 57平米,57,中楼层(共6层) 板楼,10000,南|简装,2020.09.08
,,,,,
信华村 2室2厅 92平米,69,中楼层(共8层) 板楼,7457,东南|精装,2020.09.08
,,,,,
汇成·凡尔赛 3室2厅 87.6平米,87,中楼层(共18层) 板楼,9875,南|精装,2020.09.08
,,,,,
绿景家园 2室2厅 99平米,74,中楼层(共7层) 板楼,7435,南北|简装,2020.09.07
,,,,,
翡翠城 6室3厅 177平米,70,高楼层(共6层) 板楼,3944,南|毛坯,2020.09.07
,,,,,
杰昌花苑 3室2厅 122.6平米,50,中楼层(共7层) 平房,4079,南北|其他,2020.09.07
,,,,,
黄金水岸 2室2厅 90.9平米,70,低楼层(共23层) 板楼,7600,南|精装,2020.09.07
,,,,,
中航城·波西塔诺 3室2厅 119.45平米,122,中楼层(共17层) 板楼,10172,南东南|精装,2020.09.07
,,,,,
天宇星城 2室2厅 102.3平米,74,高楼层(共26层) 板楼,7215,南|毛坯,2020.09.07
,,,,,
祝家巷工商银行宿舍 2室2厅 59.79平米,43,低楼层(共6层) 板楼,7042,南|简装,2020.09.07
,,,,,
万达晶座 1室1厅 32.94平米,30,中楼层(共29层) 塔楼,8835,西北|简装,2020.09.07
,,,,,
书院路86号 2室1厅 57.44平米,32,中楼层(共4层) 暂无数据,5502,西南|简装,2020.09.07
,,,,,
十里风荷 3室2厅 121平米,76,高楼层(共11层) 板楼,6281,东南|毛坯,2020.09.07
,,,,,
亲亲家园 3室2厅 129.8平米,85,中楼层(共6层) 板塔结合,6549,东南|精装,2020.09.07
,,,,,
罗桥街道办文家166号 3室2厅 117平米,48,中楼层(共6层) 暂无数据,4103,西南|其他,2020.09.07
,,,,,
龙华凤凰城 3室2厅 139平米,152,高楼层(共17层) 板楼,10936,南|精装,2020.09.07
,,,,,
汇成·凡尔赛 3室2厅 128.83平米,106,高楼层(共17层) 板楼,8213,南北|毛坯,2020.09.07
,,,,,
渡口北街 2室2厅 62.49平米,50,低楼层(共2层) 暂无数据,8002,南北|精装,2020.09.07
,,,,,
三里亭 2室1厅 60平米,47,中楼层(共6层) 板楼,7750,南|简装,2020.09.07
,,,,,
美地印象 2室2厅 78.8平米,55,中楼层(共7层) 板塔结合,6917,南北|简装,2020.09.06
,,,,,
阳光福邸 3室2厅 108.31平米,85,中楼层(共6层) 板塔结合,7848,东东南|精装,2020.09.06
,,,,,
公园道1号尊品 4室2厅 131.54平米,120,中楼层(共26层) 板楼,9123,南北|毛坯,2020.09.06
,,,,,
月泉花城 2室2厅 90.96平米,90,中楼层(共6层) 塔楼,9895,南|精装,2020.09.06
,,,,,
月泉花城 3室2厅 108.23平米,110,中楼层(共6层) 塔楼,10164,南|精装,2020.09.06
,,,,,
螺丝山路 2室2厅 57.47平米,45,中楼层(共5层) 暂无数据,7744,南|简装,2020.09.06
,,,,,
江光小区 2室2厅 88.4平米,60,中楼层(共6层) 暂无数据,6788,南|简装,2020.09.06
,,,,,
胜利路40号 2室2厅 66平米,49,低楼层(共3层) 暂无数据,7425,南|简装,2020.09.06
,,,,,
名仕康城二期 3室2厅 137平米,88,低楼层(共28层) 暂无数据,6424,东南|毛坯,2020.09.06
,,,,,
融晖城 4室2厅 166.42平米,152,中楼层(共31层) 板楼,9104,南北|毛坯,2020.09.06
,,,,,
樱花半岛 3室2厅 137平米,115,中楼层(共18层) 板楼,8395,南|毛坯,2020.09.06
,,,,,
佳利商城 5室1厅 276.35平米,168,低楼层(共3层) 暂无数据,6080,南北|简装,2020.09.05
,,,,,
盛世嘉园 3室2厅 135.33平米,108,中楼层(共16层) 板塔结合,7959,南|简装,2020.09.05
,,,,,
铁路新村 2室1厅 52.88平米,45,中楼层(共5层) 板楼,8510,南|简装,2020.09.05
,,,,,
公园道1号 2室2厅 92平米,83,低楼层(共17层) 板楼,8968,南|精装,2020.09.05
,,,,,
中山西路158号 2室2厅 60.7平米,56,中楼层(共7层) 暂无数据,9136,东南|简装,2020.09.05
,,,,,
东门路24号 3室2厅 75.27平米,60,高楼层(共6层) 板楼,7919,南|精装,2020.09.05
,,,,,
永隆米兰春天 1室1厅 55.17平米,53,中楼层(共22层) 板楼,9517,南|精装,2020.09.05
,,,,,
龙华世纪城 2室2厅 85平米,67,低楼层(共32层) 板楼,7836,南|毛坯,2020.09.04
,,,,,
龙芽亭5号 2室1厅 60.71平米,39,中楼层(共5层) 板楼,6359,南|精装,2020.09.04
,,,,,
九州奥城 3室2厅 136平米,109,中楼层(共7层) 板楼,7978,南|精装,2020.09.04
,,,,,
八角塘西巷58号 3室1厅 72平米,41,低楼层(共2层) 暂无数据,5612,南|简装,2020.09.03
,,,,,
友邦·皇家公馆 3室2厅 112.3平米,89,高楼层(共24层) 板楼,7926,南|毛坯,2020.09.03
,,,,,
路桥家园 3室2厅 131平米,71,高楼层(共6层) 板塔结合,5420,南|精装,2020.09.03
,,,,,
永隆城市广场 3室2厅 124.23平米,88,中楼层(共6层) 板塔结合,7084,南|精装,2020.09.02
,,,,,
永隆米兰春天 1室1厅 41.8平米,44,中楼层(共11层) 塔楼,10431,南|精装,2020.09.02
,,,,,
中山路 3室2厅 94.05平米,58,高楼层(共7层) 暂无数据,6167,南|简装,2020.09.02
,,,,,
信水滨城 3室2厅 92平米,67,高楼层(共12层) 塔楼,7272,南北|简装,2020.09.02
,,,,,
万力时代东区 3室2厅 145.04平米,205,低楼层(共30层) 板楼,14135,东南|精装,2020.09.02
,,,,,
美地印象 4室2厅 120.1平米,61,高楼层(共6层) 板塔结合,5080,东南|毛坯,2020.09.01
,,,,,
金龙城 1室1厅 37.25平米,42,中楼层(共11层) 板楼,11222,南|精装,2020.09.01
,,,,,
翡翠城 3室2厅 121平米,69,中楼层(共11层) 板楼,5686,南北|毛坯,2020.08.31
,,,,,
普济巷38号 2室2厅 82.01平米,71,中楼层(共7层) 板楼,8621,南|简装,2020.08.31
,,,,,
胜利路84号 3室2厅 72.94平米,55,低楼层(共1层) 暂无数据,7541,南|精装,2020.08.31
,,,,,
江南商贸城 3室1厅 92.2平米,50,低楼层(共3层) 暂无数据,5423,南|简装,2020.08.31
,,,,,
东苑小区 3室2厅 105.6平米,70,低楼层(共9层) 平房,6629,南|简装,2020.08.31
,,,,,
清波苑 3室2厅 116平米,73,高楼层(共7层) 板楼,6294,南|简装,2020.08.31
,,,,,
万达晶座 1室0厅 48.5平米,33,高楼层(共29层) 塔楼,6805,南|精装,2020.08.31
,,,,,
毛纺厂宿舍 1室1厅 44.22平米,38,中楼层(共4层) 板楼,8594,南|简装,2020.08.31
,,,,,
九州奥城 3室2厅 127.29平米,87,中楼层(共7层) 板楼,6835,东南|毛坯,2020.08.31
,,,,,
五三大道5号 2室1厅 60.07平米,40,中楼层(共4层) 暂无数据,6659,南|简装,2020.08.30
,,,,,
紫阳华庭 3室2厅 142.99平米,112,中楼层(共17层) 板塔结合,7798,东南|毛坯,2020.08.30
,,,,,
汇成·凡尔赛 3室2厅 90.18平米,82,高楼层(共27层) 板楼,9038,南|毛坯,2020.08.30
,,,,,
