成交小区,成交价（万元）,成交楼层,单价每平（元）,朝向,成交时间
上饶市司法局宿舍 2室2厅 68.55平米,39,高楼层(共6层) 板塔结合,5690,南北|简装,2020.12.28
,,,,,
美地印象 3室2厅 108平米,70,高楼层(共18层) 板塔结合,6436,南北|毛坯,2020.12.27
,,,,,
永隆米兰春天 2室2厅 73平米,73,低楼层(共11层) 板楼,10000,东|精装,2020.12.27
,,,,,
江光小区 2室1厅 52.13平米,38,中楼层(共5层) 板楼,7290,南|精装,2020.12.27
,,,,,
牛奶场小区 2室1厅 58.44平米,50,中楼层(共6层) 板塔结合,8556,南北|其他,2020.12.27
,,,,,
和锦園 3室2厅 131.9平米,95,中楼层(共11层) 板楼,7203,南北|精装,2020.12.27
,,,,,
江光小区 2室1厅 60平米,48,中楼层(共5层) 板楼,8000,南|精装,2020.12.27
,,,,,
天集信江明珠 2室2厅 100.3平米,130,高楼层(共16层) 板楼,12912,南|精装,2020.12.26
,,,,,
上饶丽城 4室2厅 136平米,120,高楼层(共17层) 板楼,8809,南|简装,2020.12.26
,,,,,
万和·九龙湖 8室3厅 338.32平米,728,低楼层(共3层) 塔楼,21519,北南|其他,2020.12.25
,,,,,
中央公园二期 2室2厅 92.85平米,85,低楼层(共21层) 板楼,9155,南|精装,2020.12.25
,,,,,
东湖花园 3室2厅 142平米,105,低楼层(共11层) 板楼,7395,南|精装,2020.12.25
,,,,,
瀚林印象 3室2厅 92.64平米,64,高楼层(共6层) 板楼,6855,南北|精装,2020.12.24
,,,,,
五三西巷 3室1厅 93平米,68,中楼层(共6层) 暂无数据,7237,南|简装,2020.12.24
,,,,,
育才路5号 3室2厅 115.19平米,53,高楼层(共5层) 暂无数据,4584,南|简装,2020.12.24
,,,,,
中山西路127号 3室1厅 67.71平米,53,中楼层(共5层) 暂无数据,7828,南|其他,2020.12.24
,,,,,
茂林雅轩 3室2厅 111.87平米,38,高楼层(共7层) 板楼,3397,南北|其他,2020.12.24
,,,,,
茂林雅轩 3室2厅 136.13平米,46,高楼层(共7层) 板楼,3380,南北|其他,2020.12.24
,,,,,
上饶丽城 4室2厅 139平米,134,中楼层(共17层) 板楼,9632,南|精装,2020.12.24
,,,,,
粮食局宿舍 4室1厅 70平米,56,中楼层(共7层) 板楼,7886,南|其他,2020.12.23
,,,,,
筑城家园 3室2厅 113.19平米,58,中楼层(共7层) 板楼,5125,南|简装,2020.12.23
,,,,,
信江中路138号 2室1厅 78平米,34,高楼层(共7层) 平房,4334,南北|简装,2020.12.23
,,,,,
阳光花园北区 3室2厅 126.8平米,78,中楼层(共6层) 板楼,6089,南|简装,2020.12.23
,,,,,
汇成·凡尔赛 3室2厅 87.99平米,83,高楼层(共18层) 板楼,9433,南|毛坯,2020.12.23
,,,,,
公园道1号 3室2厅 131.54平米,107,高楼层(共18层) 塔楼,8104,南|毛坯,2020.12.23
,,,,,
友邦玫瑰公馆 3室2厅 101.2平米,74,高楼层(共33层) 板楼,7313,南|毛坯,2020.12.23
,,,,,
永隆米兰春天 3室2厅 118平米,96,低楼层(共11层) 塔楼,8136,南|毛坯,2020.12.23
,,,,,
友邦名居 4室2厅 160平米,86,中楼层(共7层) 板楼,5375,南|精装,2020.12.22
,,,,,
翼天城 3室2厅 120平米,105,高楼层(共11层) 暂无数据,8709,南|毛坯,2020.12.22
,,,,,
中山东路 2室2厅 136.45平米,128,低楼层(共7层) 暂无数据,9381,南北|简装,2020.12.22
,,,,,
锦辉佳苑 5室2厅 135.33平米,75,高楼层(共7层) 暂无数据,5483,南|其他,2020.12.22
,,,,,
铁路新村 2室2厅 51.34平米,51,中楼层(共6层) 暂无数据,9895,南|精装,2020.12.22
,,,,,
秀水园 3室2厅 87.79平米,63,中楼层(共17层) 板楼,7120,南|简装,2020.12.22
,,,,,
金龙岗11号 3室1厅 75平米,64,高楼层(共5层) 暂无数据,8480,南|简装,2020.12.22
,,,,,
三清城 3室2厅 137.62平米,128,高楼层(共19层) 板楼,9301,东南南|精装,2020.12.22
,,,,,
智星楼 3室2厅 135平米,75,中楼层(共6层) 暂无数据,5556,南北|简装,2020.12.22
,,,,,
博能瀚林院 3室2厅 133.04平米,90,高楼层(共9层) 板楼,6765,南北|毛坯,2020.12.21
,,,,,
江光小区 1室1厅 46.2平米,28,高楼层(共5层) 板楼,6061,东南|简装,2020.12.21
,,,,,
吉阳山庄 12室1厅 347平米,296,低楼层(共4层) 暂无数据,8531,南|简装,2020.12.21
,,,,,
天集信江明珠 2室2厅 89平米,104,中楼层(共11层) 暂无数据,11580,西南|精装,2020.12.20
,,,,,
江南商茂中心 3室2厅 106平米,82,中楼层(共5层) 板楼,7736,南北|精装,2020.12.20
,,,,,
牛奶场小区 2室1厅 58.2平米,52,中楼层(共6层) 暂无数据,8815,南|简装,2020.12.20
,,,,,
融晖城 2室2厅 83.52平米,74,高楼层(共27层) 板楼,8813,南|毛坯,2020.12.20
,,,,,
瀚林印象 4室1厅 90.34平米,61,高楼层(共6层) 板楼,6708,南|简装,2020.12.20
,,,,,
博能信江府 4室3厅 254.4平米,187,高楼层(共24层) 暂无数据,7331,南北|毛坯,2020.12.20
,,,,,
老卫校宿舍 3室1厅 92.46平米,56,中楼层(共7层) 板楼,6057,南北|简装,2020.12.19
,,,,,
万达晶座 1室1厅 37.14平米,30,低楼层(共29层) 塔楼,7863,东|精装,2020.12.19
,,,,,
新天第凤凰小区 3室2厅 129平米,74,高楼层(共18层) 板楼,5737,南|毛坯,2020.12.19
,,,,,
香江明珠 3室2厅 91.02平米,68,中楼层(共23层) 板塔结合,7449,南|毛坯,2020.12.18
,,,,,
永隆米兰春天 4室2厅 143.22平米,125,中楼层(共17层) 塔楼,8693,东南|毛坯,2020.12.18
,,,,,
亿升滨江花园 3室2厅 139.77平米,154,中楼层(共33层) 塔楼,10990,南|毛坯,2020.12.18
,,,,,
万达华府 4室2厅 127平米,140,中楼层(共32层) 板楼,11016,南|精装,2020.12.18
,,,,,
九州奥城 3室2厅 125.72平米,91,高楼层(共7层) 板楼,7239,南|精装,2020.12.18
,,,,,
海源花苑 3室2厅 100.94平米,73,中楼层(共7层) 板楼,7233,东南|精装,2020.12.17
,,,,,
和锦園 3室2厅 103.52平米,85,高楼层(共5层) 板楼,8211,南|毛坯,2020.12.17
,,,,,
融晖城 2室2厅 81.82平米,95,低楼层(共27层) 板楼,11611,南|精装,2020.12.17
,,,,,
福达家园 5室3厅 215.96平米,106,高楼层(共6层) 板楼,4909,南|毛坯,2020.12.17
,,,,,
友邦華城 3室2厅 143平米,107,中楼层(共24层) 板楼,7459,南北|精装,2020.12.17
,,,,,
建亨上东城 3室2厅 115.92平米,81,中楼层(共11层) 板楼,6919,南|毛坯,2020.12.17
,,,,,
公园道1号尊品 3室2厅 128平米,115,高楼层(共17层) 板楼,8985,南北|毛坯,2020.12.17
,,,,,
博能信江府 3室2厅 138.6平米,112,中楼层(共32层) 暂无数据,8081,北南|毛坯,2020.12.17
,,,,,
融晖城 3室2厅 122平米,100,高楼层(共27层) 板楼,8197,南|精装,2020.12.16
,,,,,
东苑小区 3室2厅 102.91平米,74,中楼层(共9层) 平房,7191,南|简装,2020.12.16
,,,,,
江南商贸城 4室2厅 113.31平米,83,中楼层(共6层) 暂无数据,7326,南北|其他,2020.12.15
,,,,,
地委大院 2室1厅 54.74平米,47,低楼层(共6层) 板楼,8587,南北|简装,2020.12.15
,,,,,
江光小区 3室2厅 102平米,70,中楼层(共7层) 暂无数据,6863,南|精装,2020.12.15
,,,,,
五洲国际都会 3室2厅 123.5平米,88,中楼层(共7层) 板塔结合,7126,南|精装,2020.12.15
,,,,,
珑山林一期 5室3厅 285平米,261,低楼层(共2层) 板楼,9158,南|精装,2020.12.15
,,,,,
黄金水岸 3室2厅 130平米,99,低楼层(共23层) 板楼,7616,南|毛坯,2020.12.15
,,,,,
天骄家园 2室2厅 110平米,73,低楼层(共7层) 板楼,6619,南|简装,2020.12.15
,,,,,
五三小区 2室1厅 51平米,45,中楼层(共7层) 暂无数据,8824,南|简装,2020.12.15
,,,,,
万嘉国际花园 1室1厅 60.44平米,59,低楼层(共12层) 塔楼,9646,南|简装,2020.12.14
,,,,,
汇丰时代(吉阳路) 1室1厅 41.63平米,43,中楼层(共23层) 板塔结合,10330,南北|精装,2020.12.14
,,,,,
鸿信大厦 3室2厅 140.23平米,93,中楼层(共23层) 板楼,6632,南|毛坯,2020.12.14
,,,,,
瀚林印象 2室2厅 97.88平米,68,低楼层(共23层) 板楼,6907,南|简装,2020.12.14
,,,,,
盈盛家园 2室2厅 114.82平米,68,中楼层(共8层) 板楼,5888,南|简装,2020.12.14
,,,,,
沿城新村 3室2厅 93.16平米,60,低楼层(共3层) 暂无数据,6441,南|简装,2020.12.14
,,,,,
友邦壹号公馆 4室2厅 123平米,128,低楼层(共32层) 板塔结合,10407,南|简装,2020.12.14
,,,,,
中梁翼天首府 4室2厅 126.19平米,97,中楼层(共8层) 暂无数据,7687,南北|毛坯,2020.12.14
,,,,,
京都小区 4室2厅 149.88平米,75,高楼层(共7层) 暂无数据,4971,南北|简装,2020.12.14
,,,,,
公园道1号尊品 3室2厅 127平米,116,低楼层(共17层) 板楼,9134,南北|毛坯,2020.12.13
,,,,,
九州奥城 2室2厅 89.6平米,71,中楼层(共7层) 板楼,7925,南北|毛坯,2020.12.13
,,,,,
御景天下 3室2厅 116.51平米,112,低楼层(共18层) 板楼,9613,东南|毛坯,2020.12.13
,,,,,
公园道1号尊品 4室2厅 126平米,147,中楼层(共18层) 板楼,11651,南|精装,2020.12.13
,,,,,
永利滨江御景二期 3室2厅 108平米,115,高楼层(共5层) 板楼,10649,南北|精装,2020.12.13
,,,,,
御景天下 3室2厅 131.67平米,133,中楼层(共17层) 板楼,10102,南|毛坯,2020.12.13
,,,,,
亿升滨江花园 3室2厅 142平米,165,低楼层(共29层) 板楼,11620,南|精装,2020.12.13
,,,,,
中富花园 3室2厅 126.98平米,132,中楼层(共11层) 板楼,10396,西南|精装,2020.12.12
,,,,,
茶圣花园 2室1厅 87.07平米,73,低楼层(共32层) 板楼,8327,南|毛坯,2020.12.12
,,,,,
公园道1号尊品 3室2厅 127.28平米,134,高楼层(共17层) 板楼,10495,东南|毛坯,2020.12.12
,,,,,
伯爵山 3室2厅 112.34平米,84,中楼层(共11层) 板楼,7460,南|毛坯,2020.12.12
,,,,,
阳光公寓 5室2厅 146平米,78,高楼层(共6层) 塔楼,5343,南北|简装,2020.12.12
,,,,,
江光小区 2室1厅 53平米,54,低楼层(共5层) 板楼,10095,东南|精装,2020.12.12
,,,,,
三江佳苑 2室1厅 91平米,59,中楼层(共7层) 板楼,6407,南|简装,2020.12.11
,,,,,
蝶景园 2室2厅 105平米,78,低楼层(共12层) 板塔结合,7351,南|精装,2020.12.11
,,,,,
吉阳山庄1号 3室2厅 124.24平米,25,高楼层(共6层) 板塔结合,2013,南北|其他,2020.12.10
,,,,,
美地印象 4室2厅 168平米,109,中楼层(共25层) 板塔结合,6465,南|精装,2020.12.10
,,,,,
龙湖一品 3室2厅 111.71平米,180,高楼层(共11层) 板楼,16114,南|精装,2020.12.10
,,,,,
奥林至尊 2室1厅 53.6平米,51,高楼层(共20层) 板楼,9422,东南|简装,2020.12.10
,,,,,
万和·九龙湖 4室2厅 136.87平米,135,低楼层(共18层) 平房,9864,南|精装,2020.12.10
,,,,,
书香名苑 4室2厅 135.56平米,118,高楼层(共12层) 板楼,8705,南|精装,2020.12.10
,,,,,
老卫校宿舍 2室1厅 64.59平米,37,中楼层(共7层) 板楼,5729,南|简装,2020.12.10
,,,,,
鸿信大厦 3室2厅 142平米,117,高楼层(共23层) 板楼,8240,南北|精装,2020.12.10
,,,,,
博能信江府 4室2厅 254.4平米,176,高楼层(共24层) 板楼,6919,东南|毛坯,2020.12.10
,,,,,
永隆米兰春天 1室1厅 55平米,57,中楼层(共22层) 板楼,10273,南|简装,2020.12.10
,,,,,
庆丰路7号 2室2厅 90.54平米,61,中楼层(共7层) 暂无数据,6658,南|简装,2020.12.10
,,,,,
信水滨城 3室2厅 142.6平米,92,高楼层(共12层) 板楼,6452,南|精装,2020.12.10
,,,,,
现代城 4室2厅 241.09平米,122,高楼层(共7层) 板塔结合,5061,南北|精装,2020.12.09
,,,,,
河中巷17号 2室2厅 80.81平米,39,高楼层(共7层) 暂无数据,4765,南|简装,2020.12.09
,,,,,
博能瀚林院 2室2厅 99.28平米,78,中楼层(共28层) 塔楼,7807,南|精装,2020.12.09
,,,,,
紫阳名邸 4室2厅 178.42平米,119,低楼层(共31层) 板楼,6659,南|精装,2020.12.09
,,,,,
龙湖一品 3室2厅 127.45平米,144,中楼层(共15层) 板楼,11299,南|精装,2020.12.09
,,,,,
亿升滨江花园 2室2厅 91平米,92,高楼层(共33层) 板楼,10110,西南|毛坯,2020.12.09
,,,,,
公园道1号 4室2厅 149平米,120,高楼层(共18层) 板楼,8054,南|精装,2020.12.09
,,,,,
润丰拉菲庄园 2室1厅 91.83平米,95,低楼层(共26层) 板楼,10346,南东|精装,2020.12.09
,,,,,
友邦玫瑰公馆 1室1厅 53平米,40,中楼层(共10层) 板楼,7548,南|毛坯,2020.12.09
,,,,,
永隆米兰春天 1室0厅 21.49平米,26,低楼层(共11层) 板楼,12053,南|精装,2020.12.09
,,,,,
江光小区 2室1厅 54.33平米,39,高楼层(共6层) 板楼,7087,南|简装,2020.12.08
,,,,,
紫陽名星廣場 3室2厅 129.12平米,75,中楼层(共11层) 板楼,5809,南|其他,2020.12.08
,,,,,
永隆米兰春天 3室2厅 92平米,89,高楼层(共18层) 板楼,9631,东南|精装,2020.12.08
,,,,,
螺丝山路 1室1厅 40.47平米,35,高楼层(共6层) 暂无数据,8649,南|简装,2020.12.07
,,,,,
铁路新村 2室1厅 53.3平米,49,高楼层(共6层) 暂无数据,9194,东南|简装,2020.12.07
,,,,,
绿景家园 4室2厅 175平米,112,中楼层(共11层) 板楼,6400,南|精装,2020.12.07
,,,,,
绿景家园 4室2厅 175平米,113,低楼层(共11层) 板楼,6429,西南|精装,2020.12.07
,,,,,
沿河东路16号 3室1厅 80平米,68,高楼层(共4层) 暂无数据,8400,南|简装,2020.12.07
,,,,,
恒隆广场 2室2厅 96.37平米,68,中楼层(共31层) 板楼,7057,南|毛坯,2020.12.06
,,,,,
江光小区 2室2厅 58.32平米,48,低楼层(共5层) 板楼,8231,南北|简装,2020.12.06
,,,,,
吉阳山庄 3室2厅 126平米,68,中楼层(共6层) 暂无数据,5397,南|简装,2020.12.06
,,,,,
友邦玫瑰公馆 3室2厅 122.28平米,95,低楼层(共33层) 板楼,7770,南|毛坯,2020.12.06
,,,,,
五三大道37号 3室2厅 139.18平米,88,高楼层(共9层) 塔楼,6323,南北|简装,2020.12.06
,,,,,
奥林至尊 2室1厅 99.7平米,78,中楼层(共31层) 板楼,7774,南|毛坯,2020.12.06
,,,,,
明珠商业广场 2室2厅 97平米,119,高楼层(共21层) 板楼,12191,南|精装,2020.12.06
,,,,,
江南商贸城 4室2厅 146.8平米,89,低楼层(共3层) 暂无数据,6063,东南|精装,2020.12.06
,,,,,
御景天下 4室2厅 142.5平米,150,中楼层(共26层) 板楼,10527,南|简装,2020.12.06
,,,,,
蔚蓝香廷 3室2厅 118.62平米,104,高楼层(共18层) 塔楼,8751,南北|精装,2020.12.05
,,,,,
润丰城市广场 4室2厅 187.66平米,127,中楼层(共27层) 暂无数据,6736,南|精装,2020.12.05
,,,,,
七六东路12号 5室2厅 216平米,78,高楼层(共7层) 暂无数据,3588,南北|精装,2020.12.05
,,,,,
北園 2室2厅 79.44平米,49,中楼层(共7层) 平房,6169,南北|简装,2020.12.05
,,,,,
建亨上东城 2室2厅 87.51平米,70,中楼层(共24层) 板楼,8000,东南|简装,2020.12.05
,,,,,
道塘巷 3室2厅 116.4平米,60,高楼层(共7层) 板楼,5103,南|简装,2020.12.05
,,,,,
上饶市地质队 4室1厅 95.07平米,60,高楼层(共7层) 板楼,6312,南|精装,2020.12.05
,,,,,
友邦壹号公馆 4室2厅 121.1平米,129,高楼层(共32层) 板塔结合,10643,南北|毛坯,2020.12.05
,,,,,
明阳大学公馆 3室2厅 97.87平米,70,高楼层(共17层) 板楼,7132,南|简装,2020.12.04
,,,,,
紫阳华庭 3室2厅 142.99平米,105,低楼层(共17层) 板楼,7344,南|毛坯,2020.12.04
,,,,,
江南商贸城 3室2厅 103.2平米,64,低楼层(共3层) 暂无数据,6183,南|简装,2020.12.04
,,,,,
龙华世纪城 3室2厅 123平米,95,高楼层(共31层) 板楼,7683,南|毛坯,2020.12.04
,,,,,
博能瀚林院 3室2厅 137.8平米,98,高楼层(共9层) 板楼,7112,东南|毛坯,2020.12.04
,,,,,
东苑小区 3室2厅 146.16平米,82,低楼层(共7层) 板塔结合,5611,南|精装,2020.12.03
,,,,,
庆丰路 4室2厅 141.19平米,99,高楼层(共6层) 暂无数据,7012,南|简装,2020.12.03
,,,,,
富金新世界 3室2厅 91.78平米,63,高楼层(共18层) 暂无数据,6778,南北|毛坯,2020.12.03
,,,,,
友邦·皇家公馆 3室2厅 110平米,104,高楼层(共32层) 板塔结合,9454,南|精装,2020.12.02
,,,,,
御景天下 4室2厅 143平米,144,中楼层(共25层) 板楼,10035,南|简装,2020.12.02
,,,,,
牛奶场小区 2室1厅 64.94平米,52,中楼层(共6层) 暂无数据,8008,南|其他,2020.12.02
,,,,,
御景天下 3室2厅 130.99平米,117,低楼层(共17层) 塔楼,8932,南|毛坯,2020.12.02
,,,,,
秀水园 2室1厅 87.87平米,60,高楼层(共17层) 板楼,6829,南|简装,2020.12.02
,,,,,
钟亭小区 2室1厅 62.8平米,59,高楼层(共7层) 板楼,9329,南|简装,2020.12.02
,,,,,
天骄家园 2室2厅 107.1平米,67,高楼层(共7层) 板楼,6238,南北|精装,2020.12.02
,,,,,
卡布基诺 2室1厅 56.53平米,42,中楼层(共18层) 塔楼,7430,南|简装,2020.12.02
,,,,,
江光小区 4室2厅 103平米,71,高楼层(共5层) 塔楼,6845,南|简装,2020.12.02
,,,,,
亿豪星城 4室2厅 135.73平米,114,中楼层(共28层) 板楼,8363,东南|毛坯,2020.12.02
,,,,,
信水滨城 2室2厅 91平米,59,中楼层(共8层) 板楼,6462,南|简装,2020.12.01
,,,,,
阳光福邸 3室2厅 105.43平米,95,中楼层(共18层) 板塔结合,9011,南|精装,2020.12.01
,,,,,
茶山路307号 2室2厅 102平米,76,低楼层(共7层) 板楼,7451,南北|精装,2020.12.01
,,,,,
北星金桂园 2室2厅 91.72平米,81,中楼层(共11层) 板楼,8777,南北|精装,2020.12.01
,,,,,
玉锦楼 3室2厅 117.56平米,84,低楼层(共6层) 平房,7129,南北|精装,2020.12.01
,,,,,
万嘉国际花园 3室2厅 130平米,116,高楼层(共7层) 板楼,8885,南|精装,2020.11.30
,,,,,
五三大道44号 3室1厅 114.2平米,62,高楼层(共7层) 板楼,5430,南|其他,2020.11.30
,,,,,
汇景广场 3室2厅 134.3平米,110,中楼层(共18层) 板楼,8123,南北|精装,2020.11.30
,,,,,
永隆米兰春天 1室0厅 34.59平米,39,中楼层(共22层) 板楼,11275,南|精装,2020.11.30
,,,,,
美地印象 2室2厅 81平米,54,中楼层(共6层) 板塔结合,6652,南|毛坯,2020.11.30
,,,,,
解放路175号 2室1厅 76平米,39,高楼层(共7层) 板楼,5132,南|简装,2020.11.30
,,,,,
御景天下 3室2厅 117.76平米,115,低楼层(共16层) 板楼,9766,东南|简装,2020.11.30
,,,,,
福达家园 4室2厅 166平米,56,高楼层(共7层) 板楼,3362,南|简装,2020.11.30
,,,,,
福达家园 1室1厅 66.41平米,33,高楼层(共7层) 板楼,4970,南|其他,2020.11.30
,,,,,
公园道1号尊品 2室2厅 85平米,96,低楼层(共17层) 板楼,11283,南|精装,2020.11.29
,,,,,
汇成·凡尔赛 4室2厅 139.38平米,135,低楼层(共30层) 板楼,9616,南|精装,2020.11.29
,,,,,
永隆米兰春天 3室2厅 138平米,108,高楼层(共11层) 板楼,7827,南北|毛坯,2020.11.29
,,,,,
金凤花园 4室2厅 146.51平米,98,高楼层(共8层) 板楼,6662,南|精装,2020.11.29
,,,,,
五三花苑 3室2厅 115平米,92,中楼层(共23层) 板楼,7957,南|毛坯,2020.11.28
,,,,,
北星金桂园 3室2厅 112平米,93,低楼层(共6层) 塔楼,8304,南|精装,2020.11.28
,,,,,
金龙岗2号 3室2厅 89.24平米,72,中楼层(共7层) 暂无数据,8069,南|简装,2020.11.28
,,,,,
万达华府 3室2厅 108.18平米,142,高楼层(共32层) 板楼,13081,南北|精装,2020.11.28
,,,,,
普济巷 2室2厅 72.4平米,68,中楼层(共5层) 板楼,9393,南|其他,2020.11.28
,,,,,
博能信江府 4室2厅 142平米,116,低楼层(共6层) 暂无数据,8134,南|毛坯,2020.11.28
,,,,,
铁路新村 2室1厅 53.34平米,51,高楼层(共5层) 暂无数据,9487,南北|精装,2020.11.28
,,,,,
融晖城 3室2厅 99平米,109,高楼层(共27层) 板楼,11011,南|精装,2020.11.27
,,,,,
万达晶座 3室1厅 93平米,83,低楼层(共31层) 塔楼,8925,南|简装,2020.11.27
,,,,,
建行宿舍 3室2厅 85.89平米,67,中楼层(共8层) 塔楼,7708,南|精装,2020.11.27
,,,,,
建亨上东城 2室2厅 82.89平米,59,低楼层(共24层) 板楼,7118,东南南西南|毛坯,2020.11.27
,,,,,
香樟花園 3室2厅 137.45平米,100,中楼层(共6层) 板塔结合,7276,南|精装,2020.11.27
,,,,,
中央公园二期 3室2厅 142.63平米,119,低楼层(共21层) 板楼,8316,南北|毛坯,2020.11.27
,,,,,
解放路75号 2室1厅 80.06平米,60,高楼层(共7层) 暂无数据,7495,南北|简装,2020.11.27
,,,,,
阳光福邸 2室1厅 86.3平米,68,中楼层(共6层) 板塔结合,7880,南北|精装,2020.11.27
,,,,,
奥林至尊 2室2厅 96.08平米,75,低楼层(共25层) 板楼,7806,南|精装,2020.11.27
